1,0E-10
1.1,0.1375035733
1.2,0.2630345016
1.3,0.3785117605
1.4,0.4854270032
1.5,0.5849627128
1.6,0.6780721513
1.7,0.7655350240
1.8,0.8479972138
1.9,0.9259997548
2.0,1.0000000000
